sensor_id,ubicacion,tipo_via,timestamp,conteo_vehiculos,temperatura_c,condicion_clima,lat,lon
SEN02,Av. 33,Arteria,2025-03-03 04:00:00,14,21.9,Nublado,6.21405,-75.57406
SEN02,Av. 33,Arteria,2025-03-03 06:00:00,26,23.5,Soleado,6.21358,-75.57246
SEN02,Av. 33,Arteria,2025-03-03 08:00:00,44,23.8,Lluvia,6.21507,-75.57253
SEN02,Av. 33,Arteria,2025-03-03 10:00:00,12,25.5,Nublado,6.21412,-75.57319
SEN02,Av. 33,Arteria,2025-03-03 12:00:00,0,29.7,Lluvia,6.21373,-75.57291
SEN02,Av. 33,Arteria,2025-03-03 14:00:00,12,25.1,Lluvia,6.21369,-75.57337
SEN02,Av. 33,Arteria,2025-03-03 16:00:00,29,25.0,Soleado,6.21421,-75.57346
SEN02,Av. 33,Arteria,2025-03-03 18:00:00,42,26.1,Soleado,6.21431,-75.57279
SEN02,Av. 33,Arteria,2025-03-03 20:00:00,17,21.1,Lluvia,6.21359,-75.57274
SEN02,Av. 33,Arteria,2025-03-03 22:00:00,16,20.1,Nublado,6.21412,-75.57312
SEN02,Av. 33,Arteria,2025-03-04 00:00:00,8,21.9,Nublado,6.21495,-75.57367
SEN02,Av. 33,Arteria,2025-03-04 02:00:00,15,19.3,Nublado,6.21475,-75.57287
SEN02,Av. 33,Arteria,2025-03-04 04:00:00,10,22.1,Lluvia,6.21516,-75.57251
SEN02,Av. 33,Arteria,2025-03-04 06:00:00,40,20.5,Soleado,6.21468,-75.57364
SEN02,Av. 33,Arteria,2025-03-04 08:00:00,41,26.3,Nublado,6.21489,-75.57349
SEN02,Av. 33,Arteria,2025-03-04 10:00:00,5,24.1,Lluvia,6.21487,-75.57268
SEN02,Av. 33,Arteria,2025-03-04 12:00:00,11,24.8,Soleado,6.21356,-75.57311
SEN02,Av. 33,Arteria,2025-03-04 14:00:00,11,24.3,Nublado,6.21383,-75.57417
SEN02,Av. 33,Arteria,2025-03-04 16:00:00,41,23.2,Soleado,6.21464,-75.57383
SEN02,Av. 33,Arteria,2025-03-04 18:00:00,43,23.8,Soleado,6.21483,-75.57354
SEN02,Av. 33,Arteria,2025-03-04 20:00:00,16,27.4,Nublado,6.21364,-75.57368
SEN02,Av. 33,Arteria,2025-03-04 22:00:00,3,21.0,Nublado,6.21496,-75.57323
SEN02,Av. 33,Arteria,2025-03-05 00:00:00,22,28.6,Lluvia,6.21365,-75.57412
SEN02,Av. 33,Arteria,2025-03-05 02:00:00,5,20.6,Nublado,6.21391,-75.57272
SEN02,Av. 33,Arteria,2025-03-05 04:00:00,19,24.2,Soleado,6.21386,-75.57355
SEN02,Av. 33,Arteria,2025-03-05 06:00:00,36,23.8,Lluvia,6.21522,-75.57372
SEN02,Av. 33,Arteria,2025-03-05 08:00:00,34,20.3,Soleado,6.21495,-75.57434
SEN02,Av. 33,Arteria,2025-03-05 10:00:00,15,23.4,Lluvia,6.21475,-75.57409
SEN02,Av. 33,Arteria,2025-03-05 12:00:00,22,23.3,Nublado,6.21368,-75.57412
SEN02,Av. 33,Arteria,2025-03-05 14:00:00,14,23.4,Nublado,6.21399,-75.57329
SEN02,Av. 33,Arteria,2025-03-05 16:00:00,43,21.4,Lluvia,6.21453,-75.5734
SEN02,Av. 33,Arteria,2025-03-05 18:00:00,44,25.5,Nublado,6.21524,-75.57335
SEN02,Av. 33,Arteria,2025-03-05 20:00:00,12,19.7,Nublado,6.21502,-75.57269
SEN02,Av. 33,Arteria,2025-03-05 22:00:00,21,26.1,Soleado,6.21435,-75.57289
SEN02,Av. 33,Arteria,2025-03-06 00:00:00,10,22.4,Soleado,6.215,-75.57339
SEN02,Av. 33,Arteria,2025-03-06 02:00:00,19,22.4,Nublado,6.21526,-75.5726
SEN02,Av. 33,Arteria,2025-03-06 04:00:00,14,26.7,Soleado,6.21372,-75.5735
SEN02,Av. 33,Arteria,2025-03-06 06:00:00,34,23.4,Lluvia,6.21372,-75.57309
SEN02,Av. 33,Arteria,2025-03-06 08:00:00,38,22.4,Soleado,6.21497,-75.57415
SEN02,Av. 33,Arteria,2025-03-06 10:00:00,11,21.4,Soleado,6.21443,-75.57277
SEN02,Av. 33,Arteria,2025-03-06 12:00:00,11,22.5,Lluvia,6.21441,-75.57384
SEN02,Av. 33,Arteria,2025-03-06 14:00:00,9,28.0,Nublado,6.21446,-75.57376
SEN02,Av. 33,Arteria,2025-03-06 16:00:00,40,18.6,Lluvia,6.21497,-75.57423
SEN02,Av. 33,Arteria,2025-03-06 18:00:00,36,22.4,Nublado,6.21386,-75.57423
SEN02,Av. 33,Arteria,2025-03-06 20:00:00,19,26.1,Nublado,6.21444,-75.57326
SEN02,Av. 33,Arteria,2025-03-06 22:00:00,4,17.7,Soleado,6.21435,-75.57411
SEN02,Av. 33,Arteria,2025-03-07 00:00:00,12,22.4,Nublado,6.21391,-75.574
SEN02,Av. 33,Arteria,2025-03-07 02:00:00,10,25.2,Soleado,6.21443,-75.57376
SEN02,Av. 33,Arteria,2025-03-07 04:00:00,16,21.3,Soleado,6.21434,-75.57436
SEN02,Av. 33,Arteria,2025-03-07 06:00:00,45,22.2,Soleado,6.21407,-75.57328
SEN02,Av. 33,Arteria,2025-03-07 08:00:00,52,16.9,Soleado,6.21527,-75.57265
SEN02,Av. 33,Arteria,2025-03-07 10:00:00,15,23.5,Lluvia,6.21358,-75.57267
SEN02,Av. 33,Arteria,2025-03-07 12:00:00,0,19.9,Nublado,6.21503,-75.57286
SEN02,Av. 33,Arteria,2025-03-07 14:00:00,25,21.0,Nublado,6.21466,-75.57334
SEN02,Av. 33,Arteria,2025-03-07 16:00:00,43,24.8,Soleado,6.21459,-75.57344
SEN02,Av. 33,Arteria,2025-03-07 18:00:00,45,15.8,Soleado,6.21532,-75.57329
SEN02,Av. 33,Arteria,2025-03-07 20:00:00,19,17.6,Soleado,6.21402,-75.57263
SEN02,Av. 33,Arteria,2025-03-07 22:00:00,23,23.7,Nublado,6.21392,-75.57367
SEN02,Av. 33,Arteria,2025-03-08 00:00:00,16,21.6,Lluvia,6.21439,-75.57299
SEN02,Av. 33,Arteria,2025-03-08 02:00:00,20,18.8,Nublado,6.21453,-75.5724
SEN02,Av. 33,Arteria,2025-03-08 04:00:00,15,28.1,Soleado,6.2139,-75.57243
SEN02,Av. 33,Arteria,2025-03-08 06:00:00,45,21.4,Nublado,6.2155,-75.57355
SEN02,Av. 33,Arteria,2025-03-08 08:00:00,35,25.7,Soleado,6.21416,-75.57365
SEN02,Av. 33,Arteria,2025-03-08 10:00:00,15,22.6,Nublado,6.21382,-75.57341
SEN02,Av. 33,Arteria,2025-03-08 12:00:00,18,27.3,Soleado,6.21509,-75.57296
SEN02,Av. 33,Arteria,2025-03-08 14:00:00,20,21.7,Nublado,6.21547,-75.57422
SEN02,Av. 33,Arteria,2025-03-08 16:00:00,36,21.9,Nublado,6.21423,-75.57421
SEN02,Av. 33,Arteria,2025-03-08 18:00:00,34,22.7,Soleado,6.21439,-75.57296
SEN02,Av. 33,Arteria,2025-03-08 20:00:00,17,24.1,Soleado,6.21476,-75.57389
SEN02,Av. 33,Arteria,2025-03-08 22:00:00,11,27.2,Soleado,6.21494,-75.57404
SEN02,Av. 33,Arteria,2025-03-09 00:00:00,26,23.8,Soleado,6.21378,-75.57283
SEN02,Av. 33,Arteria,2025-03-09 02:00:00,24,25.3,Soleado,6.21528,-75.57315
SEN02,Av. 33,Arteria,2025-03-09 04:00:00,8,22.1,Soleado,6.21352,-75.57395
SEN02,Av. 33,Arteria,2025-03-09 06:00:00,53,22.3,Soleado,6.21429,-75.5729
SEN02,Av. 33,Arteria,2025-03-09 08:00:00,47,23.4,Soleado,6.21531,-75.57358
SEN02,Av. 33,Arteria,2025-03-09 10:00:00,16,22.1,Soleado,6.21443,-75.57318
SEN02,Av. 33,Arteria,2025-03-09 12:00:00,22,23.5,Nublado,6.21397,-75.57399
SEN02,Av. 33,Arteria,2025-03-09 14:00:00,13,25.0,Soleado,6.21372,-75.57288
SEN02,Av. 33,Arteria,2025-03-09 16:00:00,53,25.8,Nublado,6.21416,-75.57339
SEN02,Av. 33,Arteria,2025-03-09 18:00:00,46,24.5,Soleado,6.21462,-75.57322
SEN02,Av. 33,Arteria,2025-03-09 20:00:00,12,22.4,Soleado,6.21388,-75.57247
SEN02,Av. 33,Arteria,2025-03-09 22:00:00,12,16.1,Nublado,6.21464,-75.57288
SEN02,Av. 33,Arteria,2025-03-10 00:00:00,13,26.8,Lluvia,6.21402,-75.57394
SEN02,Av. 33,Arteria,2025-03-10 02:00:00,10,22.1,Nublado,6.21395,-75.57426
SEN02,Av. 33,Arteria,2025-03-10 04:00:00,20,21.7,Nublado,6.21385,-75.57276
SEN02,Av. 33,Arteria,2025-03-10 06:00:00,39,25.8,Soleado,6.21534,-75.57329
SEN02,Av. 33,Arteria,2025-03-10 08:00:00,26,24.7,Nublado,6.21443,-75.57314
SEN02,Av. 33,Arteria,2025-03-10 10:00:00,7,26.3,Nublado,6.21525,-75.57357
SEN02,Av. 33,Arteria,2025-03-10 12:00:00,20,26.3,Soleado,6.21405,-75.57414
SEN02,Av. 33,Arteria,2025-03-10 14:00:00,28,20.4,Lluvia,6.21435,-75.57346
SEN02,Av. 33,Arteria,2025-03-10 16:00:00,39,20.7,Soleado,6.21403,-75.5732
SEN02,Av. 33,Arteria,2025-03-10 18:00:00,38,23.8,Nublado,6.21484,-75.5732
SEN02,Av. 33,Arteria,2025-03-10 20:00:00,21,23.4,Soleado,6.21523,-75.57333
SEN02,Av. 33,Arteria,2025-03-10 22:00:00,18,23.7,Soleado,6.21384,-75.57324
SEN02,Av. 33,Arteria,2025-03-11 00:00:00,14,20.4,Soleado,6.21365,-75.57359
SEN02,Av. 33,Arteria,2025-03-11 02:00:00,8,22.3,Soleado,6.21367,-75.57294
SEN02,Av. 33,Arteria,2025-03-11 04:00:00,21,24.3,Soleado,6.21426,-75.57371
SEN02,Av. 33,Arteria,2025-03-11 06:00:00,43,20.4,Soleado,6.21549,-75.57377
SEN02,Av. 33,Arteria,2025-03-11 08:00:00,41,21.1,Nublado,6.21474,-75.57365
SEN02,Av. 33,Arteria,2025-03-11 10:00:00,21,24.2,Soleado,6.21424,-75.57362
SEN02,Av. 33,Arteria,2025-03-11 12:00:00,17,22.4,Soleado,6.21437,-75.57403
SEN02,Av. 33,Arteria,2025-03-11 14:00:00,11,22.1,Soleado,6.2136,-75.57426
SEN02,Av. 33,Arteria,2025-03-11 16:00:00,35,20.4,Soleado,6.21354,-75.5729
SEN02,Av. 33,Arteria,2025-03-11 18:00:00,34,19.4,Lluvia,6.21387,-75.57322
SEN02,Av. 33,Arteria,2025-03-11 20:00:00,8,26.5,Lluvia,6.21487,-75.57243
SEN02,Av. 33,Arteria,2025-03-11 22:00:00,18,20.5,Soleado,6.21405,-75.57301
SEN02,Av. 33,Arteria,2025-03-12 00:00:00,13,22.0,Soleado,6.21402,-75.57273
SEN02,Av. 33,Arteria,2025-03-12 02:00:00,27,24.5,Nublado,6.21426,-75.57399
SEN02,Av. 33,Arteria,2025-03-12 04:00:00,22,21.3,Nublado,6.21368,-75.5728
SEN02,Av. 33,Arteria,2025-03-12 06:00:00,24,24.6,Soleado,6.21478,-75.57242
SEN02,Av. 33,Arteria,2025-03-12 08:00:00,41,20.0,Soleado,6.21536,-75.57308
SEN02,Av. 33,Arteria,2025-03-12 10:00:00,18,18.5,Soleado,6.21487,-75.5732
SEN02,Av. 33,Arteria,2025-03-12 12:00:00,19,25.0,Nublado,6.2148,-75.57267
SEN02,Av. 33,Arteria,2025-03-12 14:00:00,15,21.4,Nublado,6.21419,-75.5725
SEN02,Av. 33,Arteria,2025-03-12 16:00:00,35,21.9,Soleado,6.21365,-75.57248
SEN02,Av. 33,Arteria,2025-03-12 18:00:00,33,23.5,Nublado,6.21528,-75.5726
SEN02,Av. 33,Arteria,2025-03-12 20:00:00,15,21.3,Nublado,6.21443,-75.57396
SEN02,Av. 33,Arteria,2025-03-12 22:00:00,9,24.0,Lluvia,6.215,-75.57421
SEN02,Av. 33,Arteria,2025-03-13 00:00:00,5,23.3,Soleado,6.21436,-75.57368
SEN02,Av. 33,Arteria,2025-03-13 02:00:00,11,18.5,Soleado,6.21366,-75.57334
SEN02,Av. 33,Arteria,2025-03-13 04:00:00,10,22.7,Soleado,6.2155,-75.57371
SEN02,Av. 33,Arteria,2025-03-13 06:00:00,37,23.3,Lluvia,6.21447,-75.57402
SEN02,Av. 33,Arteria,2025-03-13 08:00:00,37,25.8,Soleado,6.21439,-75.57377
SEN02,Av. 33,Arteria,2025-03-13 10:00:00,3,30.5,Soleado,6.21443,-75.57295
SEN02,Av. 33,Arteria,2025-03-13 12:00:00,20,20.3,Soleado,6.21527,-75.57318
SEN02,Av. 33,Arteria,2025-03-13 14:00:00,15,16.1,Soleado,6.21526,-75.57266
SEN02,Av. 33,Arteria,2025-03-13 16:00:00,42,19.2,Soleado,6.2146,-75.57392
SEN02,Av. 33,Arteria,2025-03-13 18:00:00,34,28.4,Nublado,6.21509,-75.57276
SEN02,Av. 33,Arteria,2025-03-13 20:00:00,15,20.8,Soleado,6.21435,-75.5728
SEN02,Av. 33,Arteria,2025-03-13 22:00:00,16,23.8,Soleado,6.21451,-75.57363
SEN02,Av. 33,Arteria,2025-03-14 00:00:00,15,25.6,Nublado,6.21507,-75.57402
SEN02,Av. 33,Arteria,2025-03-14 02:00:00,2,24.6,Soleado,6.21544,-75.57335
SEN02,Av. 33,Arteria,2025-03-14 04:00:00,7,19.8,Soleado,6.21355,-75.57416
SEN02,Av. 33,Arteria,2025-03-14 06:00:00,44,25.4,Soleado,6.21372,-75.57307
SEN02,Av. 33,Arteria,2025-03-14 08:00:00,36,20.3,Soleado,6.21516,-75.57419
SEN02,Av. 33,Arteria,2025-03-14 10:00:00,17,22.3,Nublado,6.21455,-75.57353
SEN02,Av. 33,Arteria,2025-03-14 12:00:00,8,26.5,Nublado,6.21465,-75.57342
SEN02,Av. 33,Arteria,2025-03-14 14:00:00,5,23.7,Soleado,6.21363,-75.57258
SEN02,Av. 33,Arteria,2025-03-14 16:00:00,35,22.4,Soleado,6.21448,-75.57257
SEN02,Av. 33,Arteria,2025-03-14 18:00:00,42,25.8,Soleado,6.21377,-75.5739
SEN02,Av. 33,Arteria,2025-03-14 20:00:00,14,23.0,Nublado,6.21365,-75.57274
SEN02,Av. 33,Arteria,2025-03-14 22:00:00,13,22.9,Soleado,6.21386,-75.57319
SEN02,Av. 33,Arteria,2025-03-15 00:00:00,23,18.8,Nublado,6.21431,-75.57259
SEN02,Av. 33,Arteria,2025-03-15 02:00:00,13,18.7,Lluvia,6.21383,-75.57417
SEN02,Av. 33,Arteria,2025-03-15 04:00:00,9,25.9,Soleado,6.21528,-75.57291
SEN02,Av. 33,Arteria,2025-03-15 06:00:00,50,25.2,Soleado,6.21383,-75.57248
SEN02,Av. 33,Arteria,2025-03-15 08:00:00,35,22.9,Nublado,6.2146,-75.57326
SEN02,Av. 33,Arteria,2025-03-15 10:00:00,22,24.8,Lluvia,6.21492,-75.57426
SEN02,Av. 33,Arteria,2025-03-15 12:00:00,6,19.8,Nublado,6.21539,-75.57245
SEN02,Av. 33,Arteria,2025-03-15 14:00:00,24,28.4,Lluvia,6.21447,-75.57248
SEN02,Av. 33,Arteria,2025-03-15 16:00:00,32,21.6,Soleado,6.21454,-75.57405
SEN02,Av. 33,Arteria,2025-03-15 18:00:00,45,24.6,Soleado,6.21485,-75.57252
SEN02,Av. 33,Arteria,2025-03-15 20:00:00,4,24.5,Soleado,6.21478,-75.57367
SEN02,Av. 33,Arteria,2025-03-15 22:00:00,10,17.6,Soleado,6.21456,-75.57404
SEN02,Av. 33,Arteria,2025-03-16 00:00:00,5,23.2,Soleado,6.2154,-75.57384
SEN02,Av. 33,Arteria,2025-03-16 02:00:00,14,23.3,Soleado,6.21516,-75.57387
SEN02,Av. 33,Arteria,2025-03-16 04:00:00,20,16.7,Soleado,6.21372,-75.5731
SEN02,Av. 33,Arteria,2025-03-16 06:00:00,39,21.7,Nublado,6.21409,-75.57362
SEN02,Av. 33,Arteria,2025-03-16 08:00:00,34,20.1,Soleado,6.21509,-75.5727
SEN02,Av. 33,Arteria,2025-03-16 10:00:00,20,22.3,Nublado,6.21394,-75.57353
SEN02,Av. 33,Arteria,2025-03-16 12:00:00,21,23.1,Nublado,6.21483,-75.57321
SEN02,Av. 33,Arteria,2025-03-16 14:00:00,21,23.6,Soleado,6.21479,-75.57262
SEN02,Av. 33,Arteria,2025-03-16 16:00:00,52,27.3,Soleado,6.21383,-75.57277
SEN02,Av. 33,Arteria,2025-03-16 18:00:00,49,21.7,Nublado,6.21401,-75.57281
SEN02,Av. 33,Arteria,2025-03-16 20:00:00,24,21.6,Nublado,6.21467,-75.5738
SEN02,Av. 33,Arteria,2025-03-16 22:00:00,8,24.5,Lluvia,6.21466,-75.57305
SEN02,Av. 33,Arteria,2025-03-17 00:00:00,17,25.0,Nublado,6.21548,-75.57244
SEN02,Av. 33,Arteria,2025-03-17 02:00:00,0,25.6,Soleado,6.21386,-75.57332
SEN02,Av. 33,Arteria,2025-03-17 04:00:00,13,25.9,Nublado,6.21483,-75.57428
SEN02,Av. 33,Arteria,2025-03-17 06:00:00,38,22.1,Soleado,6.21458,-75.57404
SEN02,Av. 33,Arteria,2025-03-17 08:00:00,38,22.8,Nublado,6.21486,-75.57361
SEN02,Av. 33,Arteria,2025-03-17 10:00:00,18,22.4,Lluvia,6.21541,-75.57317
SEN02,Av. 33,Arteria,2025-03-17 12:00:00,11,23.1,Soleado,6.21451,-75.57399
SEN02,Av. 33,Arteria,2025-03-17 14:00:00,7,18.9,Nublado,6.21374,-75.5736
SEN02,Av. 33,Arteria,2025-03-17 16:00:00,41,24.1,Nublado,6.21377,-75.57427
SEN02,Av. 33,Arteria,2025-03-17 18:00:00,37,21.5,Nublado,6.21455,-75.574
SEN02,Av. 33,Arteria,2025-03-17 20:00:00,6,24.2,Nublado,6.21539,-75.57294
SEN02,Av. 33,Arteria,2025-03-17 22:00:00,11,26.3,Soleado,6.21375,-75.5731
SEN02,Av. 33,Arteria,2025-03-18 00:00:00,16,22.9,Nublado,6.21415,-75.57413
SEN02,Av. 33,Arteria,2025-03-18 02:00:00,14,19.5,Soleado,6.21508,-75.57318
SEN02,Av. 33,Arteria,2025-03-18 04:00:00,16,26.7,Nublado,6.21409,-75.57417
SEN02,Av. 33,Arteria,2025-03-18 06:00:00,44,20.9,Nublado,6.21388,-75.57361
SEN02,Av. 33,Arteria,2025-03-18 08:00:00,49,27.0,Lluvia,6.21455,-75.5728
SEN02,Av. 33,Arteria,2025-03-18 10:00:00,18,20.6,Soleado,6.21468,-75.57302
SEN02,Av. 33,Arteria,2025-03-18 12:00:00,18,30.6,Nublado,6.21385,-75.57335
SEN02,Av. 33,Arteria,2025-03-18 14:00:00,17,19.8,Nublado,6.2153,-75.57249
SEN02,Av. 33,Arteria,2025-03-18 16:00:00,34,21.9,Nublado,6.21492,-75.57332
SEN02,Av. 33,Arteria,2025-03-18 18:00:00,39,23.2,Nublado,6.21516,-75.57366
SEN02,Av. 33,Arteria,2025-03-18 20:00:00,3,24.2,Nublado,6.21525,-75.57422
SEN02,Av. 33,Arteria,2025-03-18 22:00:00,15,22.9,Lluvia,6.21531,-75.57259
SEN02,Av. 33,Arteria,2025-03-19 00:00:00,17,21.4,Soleado,6.21533,-75.57337
SEN02,Av. 33,Arteria,2025-03-19 02:00:00,23,29.6,Lluvia,6.21393,-75.57277
SEN02,Av. 33,Arteria,2025-03-19 04:00:00,5,29.3,Nublado,6.2138,-75.57384
SEN02,Av. 33,Arteria,2025-03-19 06:00:00,31,22.1,Nublado,6.21429,-75.5739
SEN02,Av. 33,Arteria,2025-03-19 08:00:00,34,22.4,Soleado,6.21367,-75.57403
SEN02,Av. 33,Arteria,2025-03-19 10:00:00,12,26.7,Soleado,6.21387,-75.5736
SEN02,Av. 33,Arteria,2025-03-19 12:00:00,17,21.6,Soleado,6.21422,-75.57382
SEN02,Av. 33,Arteria,2025-03-19 14:00:00,21,21.2,Soleado,6.21507,-75.57419
SEN02,Av. 33,Arteria,2025-03-19 16:00:00,34,24.3,Soleado,6.21475,-75.57291
SEN02,Av. 33,Arteria,2025-03-19 18:00:00,43,26.3,Soleado,6.21408,-75.57292
SEN02,Av. 33,Arteria,2025-03-19 20:00:00,22,16.3,Soleado,6.21359,-75.5735
SEN02,Av. 33,Arteria,2025-03-19 22:00:00,22,22.5,Soleado,6.21353,-75.5729
SEN02,Av. 33,Arteria,2025-03-20 00:00:00,14,22.2,Soleado,6.21402,-75.57377
SEN02,Av. 33,Arteria,2025-03-20 02:00:00,5,24.1,Soleado,6.21469,-75.57288
SEN02,Av. 33,Arteria,2025-03-20 04:00:00,5,25.0,Nublado,6.2147,-75.57264
SEN02,Av. 33,Arteria,2025-03-20 06:00:00,32,26.4,Soleado,6.21539,-75.57348
SEN02,Av. 33,Arteria,2025-03-20 08:00:00,38,22.1,Soleado,6.21479,-75.5739
SEN02,Av. 33,Arteria,2025-03-20 10:00:00,20,24.4,Soleado,6.21461,-75.57382
SEN02,Av. 33,Arteria,2025-03-20 12:00:00,17,26.7,Nublado,6.21368,-75.5743
SEN02,Av. 33,Arteria,2025-03-20 14:00:00,16,23.5,Nublado,6.21409,-75.57323
SEN02,Av. 33,Arteria,2025-03-20 16:00:00,43,25.4,Nublado,6.21466,-75.5736
SEN02,Av. 33,Arteria,2025-03-20 18:00:00,41,24.9,Lluvia,6.21427,-75.57249
SEN02,Av. 33,Arteria,2025-03-20 20:00:00,13,21.1,Nublado,6.21486,-75.57262
SEN02,Av. 33,Arteria,2025-03-20 22:00:00,16,23.9,Nublado,6.21455,-75.57267
SEN03,Calle 10,Local,2025-03-01 00:00:00,9,21.1,Nublado,6.20881,-75.57023
SEN03,Calle 10,Local,2025-03-01 02:00:00,14,25.0,Nublado,6.21006,-75.57081
SEN03,Calle 10,Local,2025-03-01 04:00:00,11,27.7,Nublado,6.20895,-75.57175
SEN03,Calle 10,Local,2025-03-01 06:00:00,30,25.6,Soleado,6.20982,-75.57084
SEN03,Calle 10,Local,2025-03-01 08:00:00,35,21.1,Soleado,6.20891,-75.57095
SEN03,Calle 10,Local,2025-03-01 10:00:00,16,22.1,Soleado,6.21006,-75.57053
SEN03,Calle 10,Local,2025-03-01 12:00:00,9,23.2,Nublado,6.20834,-75.57148
SEN03,Calle 10,Local,2025-03-01 14:00:00,24,26.8,Soleado,6.20987,-75.57104
SEN03,Calle 10,Local,2025-03-01 16:00:00,38,23.7,Nublado,6.20978,-75.57134
SEN03,Calle 10,Local,2025-03-01 18:00:00,35,24.5,Nublado,6.20997,-75.57171
SEN03,Calle 10,Local,2025-03-01 20:00:00,13,19.5,Soleado,6.20996,-75.57035
SEN03,Calle 10,Local,2025-03-01 22:00:00,25,16.6,Nublado,6.20926,-75.57148
SEN03,Calle 10,Local,2025-03-02 00:00:00,18,22.9,Nublado,6.21027,-75.57134
SEN03,Calle 10,Local,2025-03-02 02:00:00,11,24.7,Nublado,6.20864,-75.5701
SEN03,Calle 10,Local,2025-03-02 04:00:00,20,26.2,Soleado,6.20949,-75.57022
SEN03,Calle 10,Local,2025-03-02 06:00:00,40,21.1,Soleado,6.20951,-75.57109
SEN03,Calle 10,Local,2025-03-02 08:00:00,45,21.8,Soleado,6.20946,-75.57106
SEN03,Calle 10,Local,2025-03-02 10:00:00,21,27.3,Nublado,6.20963,-75.57054
SEN03,Calle 10,Local,2025-03-02 12:00:00,12,21.1,Lluvia,6.20966,-75.57108
SEN03,Calle 10,Local,2025-03-02 14:00:00,23,30.1,Lluvia,6.20935,-75.57189
SEN03,Calle 10,Local,2025-03-02 16:00:00,37,27.6,Soleado,6.20958,-75.57195
SEN03,Calle 10,Local,2025-03-02 18:00:00,42,22.4,Soleado,6.20869,-75.57174
SEN03,Calle 10,Local,2025-03-02 20:00:00,12,20.3,Nublado,6.2092,-75.57042
SEN03,Calle 10,Local,2025-03-02 22:00:00,15,25.3,Lluvia,6.20961,-75.57089
SEN03,Calle 10,Local,2025-03-03 00:00:00,19,28.2,Soleado,6.20848,-75.57032
SEN03,Calle 10,Local,2025-03-03 02:00:00,22,22.4,Nublado,6.20987,-75.57042
SEN03,Calle 10,Local,2025-03-03 04:00:00,10,27.6,Nublado,6.20979,-75.57153
SEN03,Calle 10,Local,2025-03-03 06:00:00,33,25.5,Nublado,6.20883,-75.57084
SEN03,Calle 10,Local,2025-03-03 08:00:00,30,23.1,Soleado,6.20866,-75.57027
SEN03,Calle 10,Local,2025-03-03 10:00:00,23,24.8,Nublado,6.20902,-75.57089
SEN03,Calle 10,Local,2025-03-03 12:00:00,10,27.2,Soleado,6.20868,-75.57192
SEN03,Calle 10,Local,2025-03-03 14:00:00,9,21.9,Soleado,6.21029,-75.57132
SEN03,Calle 10,Local,2025-03-03 16:00:00,43,25.2,Soleado,6.21022,-75.57062
SEN03,Calle 10,Local,2025-03-03 18:00:00,44,21.8,Soleado,6.20833,-75.57039
SEN03,Calle 10,Local,2025-03-03 20:00:00,11,21.2,Soleado,6.20882,-75.57041
SEN03,Calle 10,Local,2025-03-03 22:00:00,8,27.8,Soleado,6.20945,-75.57058
SEN03,Calle 10,Local,2025-03-04 00:00:00,15,22.7,Nublado,6.21013,-75.5703
SEN03,Calle 10,Local,2025-03-04 02:00:00,25,23.7,Nublado,6.20959,-75.57014
SEN03,Calle 10,Local,2025-03-04 04:00:00,19,22.7,Soleado,6.20832,-75.57054
SEN03,Calle 10,Local,2025-03-04 06:00:00,40,22.3,Nublado,6.20929,-75.57003
SEN03,Calle 10,Local,2025-03-04 08:00:00,45,26.3,Soleado,6.20903,-75.57097
SEN03,Calle 10,Local,2025-03-04 10:00:00,11,27.6,Lluvia,6.20874,-75.57001
SEN03,Calle 10,Local,2025-03-04 12:00:00,17,26.1,Soleado,6.20912,-75.57105
SEN03,Calle 10,Local,2025-03-04 14:00:00,11,19.9,Soleado,6.20992,-75.5718
SEN03,Calle 10,Local,2025-03-04 16:00:00,45,28.8,Soleado,6.20998,-75.57007
SEN03,Calle 10,Local,2025-03-04 18:00:00,34,24.4,Soleado,6.20939,-75.5708
SEN03,Calle 10,Local,2025-03-04 20:00:00,13,26.0,Soleado,6.20903,-75.57178
SEN03,Calle 10,Local,2025-03-04 22:00:00,23,25.1,Soleado,6.20989,-75.57047
SEN03,Calle 10,Local,2025-03-05 00:00:00,16,25.9,Soleado,6.20974,-75.57004
SEN03,Calle 10,Local,2025-03-05 02:00:00,18,21.9,Soleado,6.20838,-75.57035
SEN03,Calle 10,Local,2025-03-05 04:00:00,14,25.0,Lluvia,6.2085,-75.57094
SEN03,Calle 10,Local,2025-03-05 06:00:00,38,26.4,Nublado,6.20963,-75.57025
SEN03,Calle 10,Local,2025-03-05 08:00:00,38,26.1,Soleado,6.20847,-75.57065
SEN03,Calle 10,Local,2025-03-05 10:00:00,18,26.1,Nublado,6.20916,-75.57096
SEN03,Calle 10,Local,2025-03-05 12:00:00,20,25.6,Soleado,6.20977,-75.57017
SEN03,Calle 10,Local,2025-03-05 14:00:00,16,21.7,Nublado,6.20884,-75.57028
SEN03,Calle 10,Local,2025-03-05 16:00:00,38,23.7,Lluvia,6.21,-75.57132
SEN03,Calle 10,Local,2025-03-05 18:00:00,29,26.4,Nublado,6.20921,-75.57181
SEN03,Calle 10,Local,2025-03-05 20:00:00,14,26.9,Nublado,6.20891,-75.57131
SEN03,Calle 10,Local,2025-03-05 22:00:00,16,23.8,Nublado,6.20883,-75.57087
SEN03,Calle 10,Local,2025-03-06 00:00:00,2,19.8,Lluvia,6.21029,-75.5719
