sensor_id,ubicacion,tipo_via,timestamp,conteo_vehiculos,temperatura_c,condicion_clima,lat,lon,hora,geo_corregida
SEN01,Av. Regional,Troncal,2025-03-20 20:00:00,14.0,22.3,Soleado,6.23072,-75.5916,20,False
SEN01,Av. Regional,Troncal,2025-03-20 22:00:00,17.0,16.6,Nublado,6.23139,-75.59022,22,False
SEN02,Av. 33,Arteria,2025-03-01 00:00:00,17.0,23.6,Lluvia,6.21534,-75.57374,0,False
SEN02,Av. 33,Arteria,2025-03-01 02:00:00,12.0,24.0,Sin dato,6.21394,-75.57416,2,False
SEN02,Av. 33,Arteria,2025-03-01 04:00:00,13.0,25.5,Nublado,6.2139,-75.57435,4,False
SEN02,Av. 33,Arteria,2025-03-01 06:00:00,43.0,22.3,Lluvia,6.21493,-75.57331,6,False
SEN02,Av. 33,Arteria,2025-03-01 08:00:00,49.0,28.8,Soleado,6.2137,-75.57377,8,False
SEN02,Av. 33,Arteria,2025-03-01 10:00:00,20.0,22.8,Soleado,6.21439,-75.57378,10,False
SEN02,Av. 33,Arteria,2025-03-01 12:00:00,15.0,28.3,Nublado,6.21421,-75.57291,12,False
SEN02,Av. 33,Arteria,2025-03-01 14:00:00,11.0,20.9,Nublado,6.21484,-75.57398,14,False
SEN02,Av. 33,Arteria,2025-03-01 16:00:00,37.0,24.2,Nublado,6.21363,-75.57433,16,False
SEN02,Av. 33,Arteria,2025-03-01 18:00:00,34.0,25.6,Lluvia,6.21438,-75.57333,18,False
SEN02,Av. 33,Arteria,2025-03-01 20:00:00,10.0,22.2,Soleado,6.21485,-75.57312,20,False
SEN02,Av. 33,Arteria,2025-03-01 22:00:00,10.0,26.7,Lluvia,6.21523,-75.57314,22,False
SEN02,Av. 33,Arteria,2025-03-02 00:00:00,21.0,21.5,Soleado,6.21495,-75.57308,0,False
SEN02,Av. 33,Arteria,2025-03-02 02:00:00,17.0,30.1,Nublado,6.21466,-75.573,2,False
SEN02,Av. 33,Arteria,2025-03-02 04:00:00,11.0,21.5,Sin dato,6.21358,-75.57253,4,False
SEN02,Av. 33,Arteria,2025-03-02 06:00:00,45.0,25.3,Nublado,6.21384,-75.5735,6,False
SEN02,Av. 33,Arteria,2025-03-02 08:00:00,36.0,26.0,Soleado,6.21384,-75.57348,8,False
SEN02,Av. 33,Arteria,2025-03-02 10:00:00,17.0,22.7,Lluvia,6.21532,-75.57378,10,False
SEN02,Av. 33,Arteria,2025-03-02 12:00:00,15.0,22.7,Sin dato,6.21367,-75.57363,12,False
SEN02,Av. 33,Arteria,2025-03-02 14:00:00,15.0,25.7,Soleado,6.21397,-75.57337,14,False
SEN02,Av. 33,Arteria,2025-03-02 16:00:00,44.0,26.1,Lluvia,6.21509,-75.57382,16,False
SEN02,Av. 33,Arteria,2025-03-02 18:00:00,38.0,23.15884955752212,Nublado,6.21394,-75.57383,18,False
SEN02,Av. 33,Arteria,2025-03-02 20:00:00,14.0,27.4,Soleado,6.21376,-75.57427,20,False
SEN02,Av. 33,Arteria,2025-03-02 22:00:00,20.0,27.2,Soleado,6.21396,-75.57419,22,False
SEN02,Av. 33,Arteria,2025-03-03 00:00:00,13.0,23.15884955752212,Nublado,6.21521,-75.57276,0,False
SEN02,Av. 33,Arteria,2025-03-03 02:00:00,13.0,22.3,Soleado,6.21507,-75.57439,2,False
SEN02,Av. 33,Arteria,2025-03-03 04:00:00,14.0,21.9,Nublado,6.21405,-75.57406,4,False
SEN02,Av. 33,Arteria,2025-03-03 06:00:00,26.0,23.5,Soleado,6.21358,-75.57246,6,False
SEN02,Av. 33,Arteria,2025-03-03 08:00:00,44.0,23.8,Lluvia,6.21507,-75.57253,8,False
SEN02,Av. 33,Arteria,2025-03-03 10:00:00,12.0,25.5,Nublado,6.21412,-75.57319,10,False
SEN02,Av. 33,Arteria,2025-03-03 12:00:00,0.0,29.7,Lluvia,6.21373,-75.57291,12,False
SEN02,Av. 33,Arteria,2025-03-03 14:00:00,12.0,25.1,Lluvia,6.21369,-75.57337,14,False
SEN02,Av. 33,Arteria,2025-03-03 16:00:00,29.0,25.0,Soleado,6.21421,-75.57346,16,False
SEN02,Av. 33,Arteria,2025-03-03 18:00:00,42.0,26.1,Soleado,6.21431,-75.57279,18,False
SEN02,Av. 33,Arteria,2025-03-03 20:00:00,17.0,21.1,Lluvia,6.21359,-75.57274,20,False
SEN02,Av. 33,Arteria,2025-03-03 22:00:00,16.0,20.1,Nublado,6.21412,-75.57312,22,False
SEN02,Av. 33,Arteria,2025-03-04 00:00:00,8.0,21.9,Nublado,6.21495,-75.57367,0,False
SEN02,Av. 33,Arteria,2025-03-04 02:00:00,13.0,19.3,Nublado,6.21475,-75.57287,2,False
SEN02,Av. 33,Arteria,2025-03-04 04:00:00,10.0,22.1,Lluvia,6.21516,-75.57251,4,False
SEN02,Av. 33,Arteria,2025-03-04 06:00:00,40.0,20.5,Soleado,6.21468,-75.57364,6,False
SEN02,Av. 33,Arteria,2025-03-04 08:00:00,41.0,26.3,Nublado,6.21489,-75.57349,8,False
SEN02,Av. 33,Arteria,2025-03-04 10:00:00,17.0,24.1,Lluvia,6.21487,-75.57268,10,False
SEN02,Av. 33,Arteria,2025-03-04 12:00:00,11.0,24.8,Soleado,6.21356,-75.57311,12,False
SEN02,Av. 33,Arteria,2025-03-04 14:00:00,11.0,24.3,Nublado,6.21383,-75.57417,14,False
SEN02,Av. 33,Arteria,2025-03-04 16:00:00,41.0,23.2,Soleado,6.21464,-75.57383,16,False
SEN02,Av. 33,Arteria,2025-03-04 18:00:00,43.0,23.8,Soleado,6.21483,-75.57354,18,False
SEN02,Av. 33,Arteria,2025-03-04 20:00:00,16.0,27.4,Nublado,6.21364,-75.57368,20,False
SEN02,Av. 33,Arteria,2025-03-04 22:00:00,3.0,21.0,Nublado,6.21496,-75.57323,22,False
SEN02,Av. 33,Arteria,2025-03-05 00:00:00,22.0,23.15884955752212,Lluvia,6.21365,-75.57412,0,False
SEN02,Av. 33,Arteria,2025-03-05 02:00:00,13.0,20.6,Nublado,6.21391,-75.57272,2,False
SEN02,Av. 33,Arteria,2025-03-05 04:00:00,19.0,23.15884955752212,Soleado,6.21386,-75.57355,4,False
SEN02,Av. 33,Arteria,2025-03-05 06:00:00,36.0,23.8,Lluvia,6.21522,-75.57372,6,False
SEN02,Av. 33,Arteria,2025-03-05 08:00:00,34.0,20.3,Soleado,6.21495,-75.57434,8,False
SEN02,Av. 33,Arteria,2025-03-05 10:00:00,15.0,23.4,Lluvia,6.21475,-75.57409,10,False
SEN02,Av. 33,Arteria,2025-03-05 12:00:00,22.0,23.3,Nublado,6.21368,-75.57412,12,False
SEN02,Av. 33,Arteria,2025-03-05 14:00:00,14.0,23.4,Nublado,6.21399,-75.57329,14,False
SEN02,Av. 33,Arteria,2025-03-05 16:00:00,43.0,21.4,Lluvia,6.21453,-75.5734,16,False
SEN02,Av. 33,Arteria,2025-03-05 18:00:00,44.0,25.5,Nublado,6.21524,-75.57335,18,False
SEN02,Av. 33,Arteria,2025-03-05 20:00:00,12.0,19.7,Nublado,6.21502,-75.57269,20,False
SEN02,Av. 33,Arteria,2025-03-05 22:00:00,21.0,26.1,Soleado,6.21435,-75.57289,22,False
SEN02,Av. 33,Arteria,2025-03-06 00:00:00,10.0,22.4,Soleado,6.215,-75.57339,0,False
SEN02,Av. 33,Arteria,2025-03-06 02:00:00,19.0,22.4,Nublado,6.21526,-75.5726,2,False
SEN02,Av. 33,Arteria,2025-03-06 04:00:00,14.0,23.15884955752212,Soleado,6.21372,-75.5735,4,False
SEN02,Av. 33,Arteria,2025-03-06 06:00:00,39.5,23.4,Lluvia,6.21372,-75.57309,6,False
SEN02,Av. 33,Arteria,2025-03-06 08:00:00,38.0,22.4,Soleado,6.21497,-75.57415,8,False
SEN02,Av. 33,Arteria,2025-03-06 10:00:00,11.0,21.4,Soleado,6.21443,-75.57277,10,False
SEN02,Av. 33,Arteria,2025-03-06 12:00:00,11.0,22.5,Lluvia,6.21441,-75.57384,12,False
SEN02,Av. 33,Arteria,2025-03-06 14:00:00,15.0,28.0,Sin dato,6.21446,-75.57376,14,False
SEN02,Av. 33,Arteria,2025-03-06 16:00:00,41.0,18.6,Lluvia,6.21497,-75.57423,16,False
SEN02,Av. 33,Arteria,2025-03-06 18:00:00,36.0,22.4,Nublado,6.21386,-75.57423,18,False
SEN02,Av. 33,Arteria,2025-03-06 20:00:00,19.0,26.1,Nublado,6.21444,-75.57326,20,False
SEN02,Av. 33,Arteria,2025-03-06 22:00:00,4.0,17.7,Soleado,6.21435,-75.57411,22,False
SEN02,Av. 33,Arteria,2025-03-07 00:00:00,12.0,22.4,Nublado,6.21391,-75.574,0,False
SEN02,Av. 33,Arteria,2025-03-07 02:00:00,10.0,25.2,Soleado,6.21443,-75.57376,2,False
SEN02,Av. 33,Arteria,2025-03-07 04:00:00,16.0,21.3,Soleado,6.21434,-75.57436,4,False
SEN02,Av. 33,Arteria,2025-03-07 06:00:00,45.0,22.2,Soleado,6.21407,-75.57328,6,False
SEN02,Av. 33,Arteria,2025-03-07 08:00:00,36.5,16.9,Soleado,6.21527,-75.57265,8,False
SEN02,Av. 33,Arteria,2025-03-07 10:00:00,17.0,23.5,Lluvia,6.21358,-75.57267,10,False
SEN02,Av. 33,Arteria,2025-03-07 12:00:00,0.0,19.9,Nublado,6.21503,-75.57286,12,False
SEN02,Av. 33,Arteria,2025-03-07 14:00:00,25.0,21.0,Nublado,6.21466,-75.57334,14,False
SEN02,Av. 33,Arteria,2025-03-07 16:00:00,43.0,23.15884955752212,Soleado,6.21459,-75.57344,16,False
SEN02,Av. 33,Arteria,2025-03-07 18:00:00,45.0,15.8,Soleado,6.21532,-75.57329,18,False
SEN02,Av. 33,Arteria,2025-03-07 20:00:00,19.0,17.6,Soleado,6.21402,-75.57263,20,False
SEN02,Av. 33,Arteria,2025-03-07 22:00:00,23.0,23.7,Nublado,6.21392,-75.57367,22,False
SEN02,Av. 33,Arteria,2025-03-08 00:00:00,14.0,21.6,Lluvia,6.21439,-75.57299,0,False
SEN02,Av. 33,Arteria,2025-03-08 02:00:00,20.0,18.8,Nublado,6.21453,-75.5724,2,False
SEN02,Av. 33,Arteria,2025-03-08 04:00:00,15.0,28.1,Soleado,6.2139,-75.57243,4,False
SEN02,Av. 33,Arteria,2025-03-08 06:00:00,45.0,21.4,Nublado,6.2155,-75.57355,6,False
SEN02,Av. 33,Arteria,2025-03-08 08:00:00,35.0,25.7,Soleado,6.21416,-75.57365,8,False
SEN02,Av. 33,Arteria,2025-03-08 10:00:00,15.0,22.6,Nublado,6.21382,-75.57341,10,False
SEN02,Av. 33,Arteria,2025-03-08 12:00:00,18.0,27.3,Soleado,6.21509,-75.57296,12,False
SEN02,Av. 33,Arteria,2025-03-08 14:00:00,20.0,21.7,Nublado,6.21547,-75.57422,14,False
SEN02,Av. 33,Arteria,2025-03-08 16:00:00,36.0,21.9,Nublado,6.21423,-75.57421,16,False
SEN02,Av. 33,Arteria,2025-03-08 18:00:00,34.0,22.7,Soleado,6.21439,-75.57296,18,False
SEN02,Av. 33,Arteria,2025-03-08 20:00:00,17.0,24.1,Sin dato,6.21476,-75.57389,20,False
SEN02,Av. 33,Arteria,2025-03-08 22:00:00,11.0,27.2,Soleado,6.21494,-75.57404,22,False
SEN02,Av. 33,Arteria,2025-03-09 00:00:00,26.0,23.8,Soleado,6.21378,-75.57283,0,False
SEN02,Av. 33,Arteria,2025-03-09 02:00:00,24.0,25.3,Sin dato,6.21528,-75.57315,2,False
SEN02,Av. 33,Arteria,2025-03-09 04:00:00,8.0,22.1,Soleado,6.21352,-75.57395,4,False
SEN02,Av. 33,Arteria,2025-03-09 06:00:00,53.0,22.3,Soleado,6.21429,-75.5729,6,False
SEN02,Av. 33,Arteria,2025-03-09 08:00:00,47.0,23.4,Soleado,6.21531,-75.57358,8,False
SEN02,Av. 33,Arteria,2025-03-09 10:00:00,16.0,22.1,Soleado,6.21443,-75.57318,10,False
SEN02,Av. 33,Arteria,2025-03-09 12:00:00,22.0,23.5,Nublado,6.21397,-75.57399,12,False
SEN02,Av. 33,Arteria,2025-03-09 14:00:00,13.0,25.0,Soleado,6.21372,-75.57288,14,False
SEN02,Av. 33,Arteria,2025-03-09 16:00:00,53.0,25.8,Nublado,6.21416,-75.57339,16,False
SEN02,Av. 33,Arteria,2025-03-09 18:00:00,46.0,24.5,Soleado,6.21462,-75.57322,18,False
SEN02,Av. 33,Arteria,2025-03-09 20:00:00,12.0,22.4,Soleado,6.21388,-75.57247,20,False
SEN02,Av. 33,Arteria,2025-03-09 22:00:00,12.0,16.1,Nublado,6.21464,-75.57288,22,False
SEN02,Av. 33,Arteria,2025-03-10 00:00:00,13.0,26.8,Lluvia,6.21402,-75.57394,0,False
SEN02,Av. 33,Arteria,2025-03-10 02:00:00,10.0,23.15884955752212,Nublado,6.21395,-75.57426,2,False
SEN02,Av. 33,Arteria,2025-03-10 04:00:00,20.0,21.7,Nublado,6.21385,-75.57276,4,False
SEN02,Av. 33,Arteria,2025-03-10 06:00:00,39.0,25.8,Soleado,6.21534,-75.57329,6,False
SEN02,Av. 33,Arteria,2025-03-10 08:00:00,26.0,24.7,Nublado,6.21443,-75.57314,8,False
SEN02,Av. 33,Arteria,2025-03-10 10:00:00,17.0,26.3,Nublado,6.21525,-75.57357,10,False
SEN02,Av. 33,Arteria,2025-03-10 12:00:00,20.0,26.3,Soleado,6.21405,-75.57414,12,False
SEN02,Av. 33,Arteria,2025-03-10 14:00:00,28.0,20.4,Lluvia,6.21435,-75.57346,14,False
SEN02,Av. 33,Arteria,2025-03-10 16:00:00,39.0,20.7,Soleado,6.21403,-75.5732,16,False
SEN02,Av. 33,Arteria,2025-03-10 18:00:00,38.0,23.8,Nublado,6.21484,-75.5732,18,False
SEN02,Av. 33,Arteria,2025-03-10 20:00:00,14.5,23.4,Soleado,6.21523,-75.57333,20,False
SEN02,Av. 33,Arteria,2025-03-10 22:00:00,18.0,23.15884955752212,Soleado,6.21384,-75.57324,22,False
SEN02,Av. 33,Arteria,2025-03-11 00:00:00,14.0,20.4,Soleado,6.21365,-75.57359,0,False
SEN02,Av. 33,Arteria,2025-03-11 02:00:00,8.0,22.3,Soleado,6.21367,-75.57294,2,False
SEN02,Av. 33,Arteria,2025-03-11 04:00:00,21.0,24.3,Soleado,6.21426,-75.57371,4,False
SEN02,Av. 33,Arteria,2025-03-11 06:00:00,43.0,20.4,Soleado,6.21549,-75.57377,6,False
SEN02,Av. 33,Arteria,2025-03-11 08:00:00,36.5,21.1,Nublado,6.21474,-75.57365,8,False
SEN02,Av. 33,Arteria,2025-03-11 10:00:00,21.0,24.2,Soleado,6.21424,-75.57362,10,False
SEN02,Av. 33,Arteria,2025-03-11 12:00:00,17.0,22.4,Soleado,6.21437,-75.57403,12,False
SEN02,Av. 33,Arteria,2025-03-11 14:00:00,11.0,22.1,Soleado,6.2136,-75.57426,14,False
SEN02,Av. 33,Arteria,2025-03-11 16:00:00,35.0,20.4,Soleado,6.21354,-75.5729,16,False
SEN02,Av. 33,Arteria,2025-03-11 18:00:00,34.0,19.4,Lluvia,6.21387,-75.57322,18,False
SEN02,Av. 33,Arteria,2025-03-11 20:00:00,8.0,26.5,Lluvia,6.21487,-75.57243,20,False
SEN02,Av. 33,Arteria,2025-03-11 22:00:00,18.0,20.5,Soleado,6.21405,-75.57301,22,False
SEN02,Av. 33,Arteria,2025-03-12 00:00:00,13.0,22.0,Soleado,6.21402,-75.57273,0,False
SEN02,Av. 33,Arteria,2025-03-12 02:00:00,27.0,24.5,Nublado,6.21426,-75.57399,2,False
SEN02,Av. 33,Arteria,2025-03-12 04:00:00,22.0,21.3,Nublado,6.21368,-75.5728,4,False
SEN02,Av. 33,Arteria,2025-03-12 06:00:00,24.0,24.6,Soleado,6.21478,-75.57242,6,False
SEN02,Av. 33,Arteria,2025-03-12 08:00:00,36.5,20.0,Soleado,6.21536,-75.57308,8,False
SEN02,Av. 33,Arteria,2025-03-12 10:00:00,18.0,18.5,Soleado,6.21487,-75.5732,10,False
SEN02,Av. 33,Arteria,2025-03-12 12:00:00,19.0,25.0,Sin dato,6.2148,-75.57267,12,False
SEN02,Av. 33,Arteria,2025-03-12 14:00:00,15.0,21.4,Nublado,6.21419,-75.5725,14,False
SEN02,Av. 33,Arteria,2025-03-12 16:00:00,41.0,21.9,Soleado,6.21365,-75.57248,16,False
SEN02,Av. 33,Arteria,2025-03-12 18:00:00,33.0,23.5,Nublado,6.21528,-75.5726,18,False
SEN02,Av. 33,Arteria,2025-03-12 20:00:00,15.0,21.3,Nublado,6.21443,-75.57396,20,False
SEN02,Av. 33,Arteria,2025-03-12 22:00:00,9.0,24.0,Lluvia,6.215,-75.57421,22,False
SEN02,Av. 33,Arteria,2025-03-13 00:00:00,5.0,23.3,Soleado,6.21436,-75.57368,0,False
SEN02,Av. 33,Arteria,2025-03-13 02:00:00,11.0,18.5,Soleado,6.21366,-75.57334,2,False
SEN02,Av. 33,Arteria,2025-03-13 04:00:00,10.0,22.7,Soleado,6.2155,-75.57371,4,False
SEN02,Av. 33,Arteria,2025-03-13 06:00:00,37.0,23.3,Lluvia,6.21447,-75.57402,6,False
SEN02,Av. 33,Arteria,2025-03-13 08:00:00,37.0,25.8,Soleado,6.21439,-75.57377,8,False
SEN02,Av. 33,Arteria,2025-03-13 10:00:00,3.0,30.5,Soleado,6.21443,-75.57295,10,False
SEN02,Av. 33,Arteria,2025-03-13 12:00:00,20.0,20.3,Soleado,6.21527,-75.57318,12,False
SEN02,Av. 33,Arteria,2025-03-13 14:00:00,15.0,16.1,Soleado,6.21526,-75.57266,14,False
SEN02,Av. 33,Arteria,2025-03-13 16:00:00,42.0,19.2,Soleado,6.2146,-75.57392,16,False
SEN02,Av. 33,Arteria,2025-03-13 18:00:00,34.0,28.4,Nublado,6.21509,-75.57276,18,False
SEN02,Av. 33,Arteria,2025-03-13 20:00:00,15.0,20.8,Soleado,6.21435,-75.5728,20,False
SEN02,Av. 33,Arteria,2025-03-13 22:00:00,16.0,23.15884955752212,Soleado,6.21451,-75.57363,22,False
SEN02,Av. 33,Arteria,2025-03-14 00:00:00,15.0,25.6,Sin dato,6.21507,-75.57402,0,False
SEN02,Av. 33,Arteria,2025-03-14 02:00:00,2.0,24.6,Soleado,6.21544,-75.57335,2,False
SEN02,Av. 33,Arteria,2025-03-14 04:00:00,7.0,19.8,Soleado,6.21355,-75.57416,4,False
SEN02,Av. 33,Arteria,2025-03-14 06:00:00,39.5,25.4,Soleado,6.21372,-75.57307,6,False
SEN02,Av. 33,Arteria,2025-03-14 08:00:00,36.0,20.3,Soleado,6.21516,-75.57419,8,False
SEN02,Av. 33,Arteria,2025-03-14 10:00:00,17.0,22.3,Nublado,6.21455,-75.57353,10,False
SEN02,Av. 33,Arteria,2025-03-14 12:00:00,8.0,23.15884955752212,Nublado,6.21465,-75.57342,12,False
SEN02,Av. 33,Arteria,2025-03-14 14:00:00,5.0,23.7,Soleado,6.21363,-75.57258,14,False
SEN02,Av. 33,Arteria,2025-03-14 16:00:00,35.0,22.4,Soleado,6.21448,-75.57257,16,False
SEN02,Av. 33,Arteria,2025-03-14 18:00:00,42.0,25.8,Soleado,6.21377,-75.5739,18,False
SEN02,Av. 33,Arteria,2025-03-14 20:00:00,14.0,23.15884955752212,Nublado,6.21365,-75.57274,20,False
SEN02,Av. 33,Arteria,2025-03-14 22:00:00,13.0,22.9,Soleado,6.21386,-75.57319,22,False
SEN02,Av. 33,Arteria,2025-03-15 00:00:00,14.0,18.8,Nublado,6.21431,-75.57259,0,False
SEN02,Av. 33,Arteria,2025-03-15 02:00:00,13.0,18.7,Lluvia,6.21383,-75.57417,2,False
SEN02,Av. 33,Arteria,2025-03-15 04:00:00,9.0,23.15884955752212,Soleado,6.21528,-75.57291,4,False
SEN02,Av. 33,Arteria,2025-03-15 06:00:00,50.0,25.2,Soleado,6.21383,-75.57248,6,False
SEN02,Av. 33,Arteria,2025-03-15 08:00:00,35.0,22.9,Sin dato,6.2146,-75.57326,8,False
SEN02,Av. 33,Arteria,2025-03-15 10:00:00,22.0,24.8,Sin dato,6.21492,-75.57426,10,False
SEN02,Av. 33,Arteria,2025-03-15 12:00:00,17.0,19.8,Nublado,6.21539,-75.57245,12,False
SEN02,Av. 33,Arteria,2025-03-15 14:00:00,24.0,28.4,Lluvia,6.21447,-75.57248,14,False
SEN02,Av. 33,Arteria,2025-03-15 16:00:00,32.0,23.15884955752212,Soleado,6.21454,-75.57405,16,False
SEN02,Av. 33,Arteria,2025-03-15 18:00:00,45.0,24.6,Sin dato,6.21485,-75.57252,18,False
SEN02,Av. 33,Arteria,2025-03-15 20:00:00,14.5,24.5,Soleado,6.21478,-75.57367,20,False
SEN02,Av. 33,Arteria,2025-03-15 22:00:00,10.0,23.15884955752212,Soleado,6.21456,-75.57404,22,False
SEN02,Av. 33,Arteria,2025-03-16 00:00:00,5.0,23.2,Sin dato,6.2154,-75.57384,0,False
SEN02,Av. 33,Arteria,2025-03-16 02:00:00,14.0,23.3,Soleado,6.21516,-75.57387,2,False
SEN02,Av. 33,Arteria,2025-03-16 04:00:00,20.0,16.7,Soleado,6.21372,-75.5731,4,False
SEN02,Av. 33,Arteria,2025-03-16 06:00:00,39.0,21.7,Nublado,6.21409,-75.57362,6,False
SEN02,Av. 33,Arteria,2025-03-16 08:00:00,34.0,20.1,Soleado,6.21509,-75.5727,8,False
SEN02,Av. 33,Arteria,2025-03-16 10:00:00,20.0,22.3,Nublado,6.21394,-75.57353,10,False
SEN02,Av. 33,Arteria,2025-03-16 12:00:00,21.0,23.1,Sin dato,6.21483,-75.57321,12,False
SEN02,Av. 33,Arteria,2025-03-16 14:00:00,21.0,23.6,Soleado,6.21479,-75.57262,14,False
SEN02,Av. 33,Arteria,2025-03-16 16:00:00,52.0,27.3,Soleado,6.21383,-75.57277,16,False
SEN02,Av. 33,Arteria,2025-03-16 18:00:00,49.0,21.7,Nublado,6.21401,-75.57281,18,False
SEN02,Av. 33,Arteria,2025-03-16 20:00:00,24.0,21.6,Nublado,6.21467,-75.5738,20,False
SEN02,Av. 33,Arteria,2025-03-16 22:00:00,8.0,24.5,Lluvia,6.21466,-75.57305,22,False
SEN02,Av. 33,Arteria,2025-03-17 00:00:00,17.0,25.0,Nublado,6.21548,-75.57244,0,False
SEN02,Av. 33,Arteria,2025-03-17 02:00:00,0.0,25.6,Soleado,6.21386,-75.57332,2,False
SEN02,Av. 33,Arteria,2025-03-17 04:00:00,13.0,25.9,Nublado,6.21483,-75.57428,4,False
SEN02,Av. 33,Arteria,2025-03-17 06:00:00,38.0,22.1,Soleado,6.21458,-75.57404,6,False
SEN02,Av. 33,Arteria,2025-03-17 08:00:00,38.0,22.8,Nublado,6.21486,-75.57361,8,False
SEN02,Av. 33,Arteria,2025-03-17 10:00:00,18.0,22.4,Lluvia,6.21541,-75.57317,10,False
SEN02,Av. 33,Arteria,2025-03-17 12:00:00,11.0,23.1,Soleado,6.21451,-75.57399,12,False
SEN02,Av. 33,Arteria,2025-03-17 14:00:00,15.0,18.9,Nublado,6.21374,-75.5736,14,False
SEN02,Av. 33,Arteria,2025-03-17 16:00:00,41.0,24.1,Nublado,6.21377,-75.57427,16,False
SEN02,Av. 33,Arteria,2025-03-17 18:00:00,37.0,21.5,Nublado,6.21455,-75.574,18,False
SEN02,Av. 33,Arteria,2025-03-17 20:00:00,6.0,23.15884955752212,Nublado,6.21539,-75.57294,20,False
SEN02,Av. 33,Arteria,2025-03-17 22:00:00,11.0,26.3,Soleado,6.21375,-75.5731,22,False
SEN02,Av. 33,Arteria,2025-03-18 00:00:00,16.0,22.9,Nublado,6.21415,-75.57413,0,False
SEN02,Av. 33,Arteria,2025-03-18 02:00:00,14.0,19.5,Soleado,6.21508,-75.57318,2,False
SEN02,Av. 33,Arteria,2025-03-18 04:00:00,16.0,26.7,Nublado,6.21409,-75.57417,4,False
SEN02,Av. 33,Arteria,2025-03-18 06:00:00,44.0,20.9,Nublado,6.21388,-75.57361,6,False
SEN02,Av. 33,Arteria,2025-03-18 08:00:00,36.5,27.0,Lluvia,6.21455,-75.5728,8,False
SEN02,Av. 33,Arteria,2025-03-18 10:00:00,18.0,20.6,Soleado,6.21468,-75.57302,10,False
SEN02,Av. 33,Arteria,2025-03-18 12:00:00,18.0,30.6,Nublado,6.21385,-75.57335,12,False
SEN02,Av. 33,Arteria,2025-03-18 14:00:00,17.0,19.8,Nublado,6.2153,-75.57249,14,False
SEN02,Av. 33,Arteria,2025-03-18 16:00:00,34.0,21.9,Nublado,6.21492,-75.57332,16,False
SEN02,Av. 33,Arteria,2025-03-18 18:00:00,39.0,23.2,Nublado,6.21516,-75.57366,18,False
SEN02,Av. 33,Arteria,2025-03-18 20:00:00,3.0,24.2,Nublado,6.21525,-75.57422,20,False
SEN02,Av. 33,Arteria,2025-03-18 22:00:00,15.0,22.9,Lluvia,6.21531,-75.57259,22,False
SEN02,Av. 33,Arteria,2025-03-19 00:00:00,14.0,21.4,Soleado,6.21533,-75.57337,0,False
SEN02,Av. 33,Arteria,2025-03-19 02:00:00,23.0,29.6,Sin dato,6.21393,-75.57277,2,False
SEN02,Av. 33,Arteria,2025-03-19 04:00:00,5.0,29.3,Nublado,6.2138,-75.57384,4,False
SEN02,Av. 33,Arteria,2025-03-19 06:00:00,31.0,22.1,Nublado,6.21429,-75.5739,6,False
SEN02,Av. 33,Arteria,2025-03-19 08:00:00,34.0,22.4,Soleado,6.21367,-75.57403,8,False
SEN02,Av. 33,Arteria,2025-03-19 10:00:00,12.0,26.7,Soleado,6.21387,-75.5736,10,False
SEN02,Av. 33,Arteria,2025-03-19 12:00:00,17.0,21.6,Soleado,6.21422,-75.57382,12,False
SEN02,Av. 33,Arteria,2025-03-19 14:00:00,21.0,21.2,Soleado,6.21507,-75.57419,14,False
SEN02,Av. 33,Arteria,2025-03-19 16:00:00,34.0,24.3,Soleado,6.21475,-75.57291,16,False
SEN02,Av. 33,Arteria,2025-03-19 18:00:00,43.0,26.3,Soleado,6.21408,-75.57292,18,False
SEN02,Av. 33,Arteria,2025-03-19 20:00:00,22.0,16.3,Soleado,6.21359,-75.5735,20,False
SEN02,Av. 33,Arteria,2025-03-19 22:00:00,22.0,22.5,Soleado,6.21353,-75.5729,22,False
SEN02,Av. 33,Arteria,2025-03-20 00:00:00,14.0,22.2,Soleado,6.21402,-75.57377,0,False
SEN02,Av. 33,Arteria,2025-03-20 02:00:00,5.0,24.1,Soleado,6.21469,-75.57288,2,False
SEN02,Av. 33,Arteria,2025-03-20 04:00:00,5.0,25.0,Nublado,6.2147,-75.57264,4,False
SEN02,Av. 33,Arteria,2025-03-20 06:00:00,32.0,26.4,Soleado,6.21539,-75.57348,6,False
SEN02,Av. 33,Arteria,2025-03-20 08:00:00,38.0,22.1,Sin dato,6.21479,-75.5739,8,False
SEN02,Av. 33,Arteria,2025-03-20 10:00:00,17.0,24.4,Soleado,6.21461,-75.57382,10,False
SEN02,Av. 33,Arteria,2025-03-20 12:00:00,17.0,26.7,Nublado,6.21368,-75.5743,12,False
SEN02,Av. 33,Arteria,2025-03-20 14:00:00,16.0,23.5,Nublado,6.21409,-75.57323,14,False
SEN02,Av. 33,Arteria,2025-03-20 16:00:00,43.0,25.4,Nublado,6.21466,-75.5736,16,False
SEN02,Av. 33,Arteria,2025-03-20 18:00:00,41.0,23.15884955752212,Lluvia,6.21427,-75.57249,18,False
SEN02,Av. 33,Arteria,2025-03-20 20:00:00,13.0,21.1,Nublado,6.21486,-75.57262,20,False
SEN02,Av. 33,Arteria,2025-03-20 22:00:00,16.0,23.9,Nublado,6.21455,-75.57267,22,False
